Year,SERIES,តំបន់យោង,ភេទ,UNIT_MEASURE,GeoCode,Value
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,80.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,80.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,80.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,80.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ស្ពឺ,ស្រី,ភាគរយ,KH05,16.67
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កោះកុង,ស្រី,ភាគរយ,KH09,0.0
