Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ស្រី,,ភាគរយ,KH01,41.4
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,46.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,50.4
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,34.2
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,29.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,28.5
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,28.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,28.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,31.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,31.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,31.9
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,ប្រុស,,ភាគរយ,KH01,31.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,46.9
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,50.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,35.7
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,32.1
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,30.5
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,31.6
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,30.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,34.2
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,34.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,36.4
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,36.3
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,46.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,41.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,38.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,35.6
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,34.9
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,35.4
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,34.6
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,36.3
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,38.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,40.6
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,41.4
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,44.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,43.0
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,33.7
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,30.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,28.3
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,28.3
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,27.4
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,28.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,30.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,32.2
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,30.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,45.2
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,42.2
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,36.1
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,32.9
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,31.5
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,31.8
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,30.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,32.3
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,34.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,36.3
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,បាត់ដំបង,,,ភាគរយ,KH02,35.9
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,40.8
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,34.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,38.4
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,37.9
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,39.8
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,47.0
